Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675727342.039823,43,85744,0,GPS1_Frame,42.33713266666667,-71.09048800000001,5.1,327783.9932417627,4689325.20462894,19,T
1675727343.0438242,44,85745,0,GPS1_Frame,42.33713266666667,-71.09048816666667,5.2,327783.97951105953,4689325.204966495,19,T
1675727344.0501819,45,85746,0,GPS1_Frame,42.33713233333333,-71.09048800000001,5.4,327783.99233181006,4689325.167614809,19,T
1675727345.052916,46,85747,0,GPS1_Frame,42.337132000000004,-71.09048750000001,5.9,327784.0326139674,4689325.129588018,19,T
1675727346.0401871,47,85748,0,GPS1_Frame,42.33713133333334,-71.09048666666666,6.9,327784.0994475841,4689325.0538719855,19,T
1675727347.0425441,48,85749,0,GPS1_Frame,42.33713066666666,-71.09048550000001,7.7,327784.1937426053,4689324.977480846,19,T
1675727348.0487716,49,85750,0,GPS1_Frame,42.337129999999995,-71.0904845,8.5,327784.2743069289,4689324.901427264,19,T
1675727349.0557694,50,85751,0,GPS1_Frame,42.33712933333333,-71.09048366666666,9.2,327784.34114054637,4689324.825711235,19,T
1675727350.041994,51,85752,0,GPS1_Frame,42.337128833333324,-71.09048250000001,9.9,327784.4358905504,4689324.767827165,19,T
1675727351.0482812,52,85753,0,GPS1_Frame,42.33712833333334,-71.09048133333334,10.6,327784.530640556,4689324.709943096,19,T
1675727352.0404756,53,85754,0,GPS1_Frame,42.33712766666666,-71.09048,11.4,327784.6386662949,4689324.633214409,19,T
1675727353.0434005,54,85755,0,GPS1_Frame,42.337126999999995,-71.09047833333334,12.3,327784.77415344084,4689324.555810619,19,T
1675727354.050908,55,85756,0,GPS1_Frame,42.33712633333333,-71.09047699999999,13.1,327784.8821791847,4689324.479081938,19,T
1675727355.0575676,56,85757,0,GPS1_Frame,42.337125666666665,-71.09047533333334,13.9,327785.01766633824,4689324.401678151,19,T
1675727356.0528514,57,85758,0,GPS1_Frame,42.33712516666666,-71.09047383333333,14.7,327785.139877763,4689324.343118987,19,T
